no_langganan,nama_pelanggan,alamat,no_telp,status,golongan,stand_awal,stand_akhir,pemakaian,tagihan,bulan
3990040,Eka Wijaya,Bayem 14 Rt7/9,3693586,T,RT 3,2929,2940,11,51843,Februari 2026
3990041,Budi Setiawan,Karang Kimpul 14 Rt7/6,3319724,T,RT 4,9905,9924,19,122531,September 2025
3990041,Budi Setiawan,Karang Kimpul 14 Rt7/6,3414470,T,RT 4,9924,9942,18,97506,Oktober 2025
3990041,Budi Setiawan,Karang Kimpul 14 Rt7/6,3955009,T,RT 4,9942,9962,20,92840,November 2025
3990041,Budi Setiawan,Karang Kimpul 14 Rt7/6,3424912,Y,RT 4,9962,9981,19,93613,Desember 2025
3990041,Budi Setiawan,Karang Kimpul 14 Rt7/6,3257087,T,RT 4,9981,10001,20,135400,Januari 2026
3990041,Budi Setiawan,Karang Kimpul 14 Rt7/6,3613287,Y,RT 4,10001,10021,20,104300,Februari 2026
3990042,Lina Kusuma,Kinibalu 11 Rt4/4,3311957,T,RT 4,1894,1915,21,114870,September 2025
3990042,Lina Kusuma,Kinibalu 11 Rt4/4,3965580,T,RT 4,1915,1934,19,115140,Oktober 2025
3990042,Lina Kusuma,Kinibalu 11 Rt4/4,3128380,T,RT 4,1934,1953,19,98496,November 2025
3990042,Lina Kusuma,Kinibalu 11 Rt4/4,3978879,T,RT 4,1953,1969,16,83104,Desember 2025
3990042,Lina Kusuma,Kinibalu 11 Rt4/4,3268484,Y,RT 4,1969,1990,21,108381,Januari 2026
3990042,Lina Kusuma,Kinibalu 11 Rt4/4,3869666,T,RT 4,1990,2010,20,111640,Februari 2026
3990043,Ahmad Wijaya,Rogojembangan 15 Rt1/7,3726045,Y,RT 4,1158,1179,21,123627,September 2025
3990043,Ahmad Wijaya,Rogojembangan 15 Rt1/7,3476369,Y,RT 4,1179,1201,22,147378,Oktober 2025
3990043,Ahmad Wijaya,Rogojembangan 15 Rt1/7,3667873,T,RT 4,1201,1219,18,108630,November 2025
3990043,Ahmad Wijaya,Rogojembangan 15 Rt1/7,3915858,T,RT 4,1219,1242,23,144831,Desember 2025
3990043,Ahmad Wijaya,Rogojembangan 15 Rt1/7,3119975,T,RT 4,1242,1264,22,116446,Januari 2026
3990043,Ahmad Wijaya,Rogojembangan 15 Rt1/7,3297133,Y,RT 4,1264,1286,22,109494,Februari 2026
3990044,Hendra Pratama,Lamper 6 Rt5/9,3201520,T,RT 4,2646,2669,23,122751,September 2025
3990044,Hendra Pratama,Lamper 6 Rt5/9,3616123,T,RT 4,2669,2690,21,137340,Oktober 2025
3990044,Hendra Pratama,Lamper 6 Rt5/9,3448619,T,RT 4,2690,2708,18,107046,November 2025
3990044,Hendra Pratama,Lamper 6 Rt5/9,3857038,T,RT 4,2708,2730,22,105600,Desember 2025
3990044,Hendra Pratama,Lamper 6 Rt5/9,3302332,T,RT 4,2730,2750,20,129860,Januari 2026
3990044,Hendra Pratama,Lamper 6 Rt5/9,3119816,T,RT 4,2750,2772,22,117942,Februari 2026
3990045,Dewi Hidayat,Kedondong 11 Rt5/5,3618477,T,RT 4,3203,3224,21,135219,September 2025
3990045,Dewi Hidayat,Kedondong 11 Rt5/5,3453299,T,RT 4,3224,3246,22,127952,Oktober 2025
3990045,Dewi Hidayat,Kedondong 11 Rt5/5,3260928,T,RT 4,3246,3263,17,94894,November 2025
3990045,Dewi Hidayat,Kedondong 11 Rt5/5,3743561,T,RT 4,3263,3283,20,114580,Desember 2025
3990045,Dewi Hidayat,Kedondong 11 Rt5/5,3751233,T,RT 4,3283,3305,22,101750,Januari 2026
3990045,Dewi Hidayat,Kedondong 11 Rt5/5,3246470,T,RT 4,3305,3324,19,108452,Februari 2026
3990046,Wahyu Susanto,Salak 12 Rt6/4,3734965,T,RT 3,2969,2975,6,35286,September 2025
3990046,Wahyu Susanto,Salak 12 Rt6/4,3596758,Y,RT 3,2975,2981,6,41148,Oktober 2025
3990046,Wahyu Susanto,Salak 12 Rt6/4,3328071,T,RT 3,2981,2987,6,28812,November 2025
3990046,Wahyu Susanto,Salak 12 Rt6/4,3273895,T,RT 3,2987,2994,7,38402,Desember 2025
3990046,Wahyu Susanto,Salak 12 Rt6/4,3933487,T,RT 3,2994,3000,6,34860,Januari 2026
3990046,Wahyu Susanto,Salak 12 Rt6/4,3572132,T,RT 3,3000,3007,7,40789,Februari 2026
3990047,Maya Setiawan,Salak 18 Rt6/9,3619777,T,Niaga 1,7924,7990,66,385902,September 2025
3990047,Maya Setiawan,Salak 18 Rt6/9,3691491,T,Niaga 1,7990,8052,62,309566,Oktober 2025
3990047,Maya Setiawan,Salak 18 Rt6/9,3345014,T,Niaga 1,8052,8114,62,341000,November 2025
3990047,Maya Setiawan,Salak 18 Rt6/9,3890144,T,Niaga 1,8114,8177,63,368802,Desember 2025
3990047,Maya Setiawan,Salak 18 Rt6/9,3986926,T,Niaga 1,8177,8236,59,307390,Januari 2026
3990047,Maya Setiawan,Salak 18 Rt6/9,3314432,T,Niaga 1,8236,8296,60,359760,Februari 2026
3990048,Budi Wijaya,Rogojembangan 11 Rt3/8,3864357,Y,RT 5,3989,4024,35,209055,September 2025
3990048,Budi Wijaya,Rogojembangan 11 Rt3/8,3235832,T,RT 5,4024,4058,34,193018,Oktober 2025
3990048,Budi Wijaya,Rogojembangan 11 Rt3/8,3435914,T,RT 5,4058,4095,37,231731,November 2025
3990048,Budi Wijaya,Rogojembangan 11 Rt3/8,3312781,T,RT 5,4095,4124,29,169621,Desember 2025
3990048,Budi Wijaya,Rogojembangan 11 Rt3/8,3239978,T,RT 5,4124,4159,35,221445,Januari 2026
3990048,Budi Wijaya,Rogojembangan 11 Rt3/8,3571828,T,RT 5,4159,4193,34,163982,Februari 2026
3990049,Ahmad Rahayu,Bayem 16 Rt5/4,3172588,T,RT 5,8311,8351,40,222480,September 2025
3990049,Ahmad Rahayu,Bayem 16 Rt5/4,3934800,T,RT 5,8351,8394,43,294937,Oktober 2025
3990049,Ahmad Rahayu,Bayem 16 Rt5/4,3712492,T,RT 5,8394,8517,123,723855,November 2025
3990049,Ahmad Rahayu,Bayem 16 Rt5/4,3844149,T,RT 5,8517,8560,43,249400,Desember 2025
3990049,Ahmad Rahayu,Bayem 16 Rt5/4,3743791,T,RT 5,8560,8713,153,1024947,Januari 2026
3990049,Ahmad Rahayu,Bayem 16 Rt5/4,3134084,T,RT 5,8713,8759,46,246468,Februari 2026
3990050,Yuni Wijaya,Bayem 7 Rt2/9,3903446,T,RT 3,4040,4051,11,63239,September 2025
3990050,Yuni Wijaya,Bayem 7 Rt2/9,3963663,T,RT 3,4051,4062,11,56771,Oktober 2025
3990050,Yuni Wijaya,Bayem 7 Rt2/9,3157993,T,RT 3,4062,4073,11,66506,November 2025
3990050,Yuni Wijaya,Bayem 7 Rt2/9,3551000,T,RT 3,4073,4084,11,61600,Desember 2025
3990050,Yuni Wijaya,Bayem 7 Rt2/9,3209847,T,RT 3,4084,4095,11,60478,Januari 2026
3990050,Yuni Wijaya,Bayem 7 Rt2/9,3396037,T,RT 3,4095,4108,13,79339,Februari 2026
3990051,Hendra Kusuma,Purwosari 5 Rt1/4,3372900,T,RT 4,6189,6202,13,70915,September 2025
3990051,Hendra Kusuma,Purwosari 5 Rt1/4,3749991,Y,RT 4,6202,6214,12,55908,Oktober 2025
3990051,Hendra Kusuma,Purwosari 5 Rt1/4,3407257,T,RT 4,6214,6227,13,90064,November 2025
3990051,Hendra Kusuma,Purwosari 5 Rt1/4,3351051,T,RT 4,6227,6241,14,79142,Desember 2025
3990051,Hendra Kusuma,Purwosari 5 Rt1/4,3415507,T,RT 4,6241,6255,14,88494,Januari 2026
3990051,Hendra Kusuma,Purwosari 5 Rt1/4,3554179,Y,RT 4,6255,6268,13,77545,Februari 2026
3990052,Rizky Lestari,Kinibalu 16 Rt2/9,3614003,Y,Niaga 1,4719,4738,19,114760,September 2025
3990052,Rizky Lestari,Kinibalu 16 Rt2/9,3118752,T,Niaga 1,4738,4758,20,97260,Oktober 2025
3990052,Rizky Lestari,Kinibalu 16 Rt2/9,3716166,Y,Niaga 1,4758,4781,23,113965,November 2025
3990052,Rizky Lestari,Kinibalu 16 Rt2/9,3700847,T,Niaga 1,4781,4802,21,115752,Desember 2025
3990052,Rizky Lestari,Kinibalu 16 Rt2/9,3315400,T,Niaga 1,4802,4822,20,122020,Januari 2026
3990052,Rizky Lestari,Kinibalu 16 Rt2/9,3278936,T,Niaga 1,4822,4841,19,123690,Februari 2026
3990053,Fajar Wijaya,Bayem 4 Rt2/7,3767689,T,RT 4,5437,5456,19,96140,September 2025
3990053,Fajar Wijaya,Bayem 4 Rt2/7,3134594,T,RT 4,5456,5472,16,95232,Oktober 2025
3990053,Fajar Wijaya,Bayem 4 Rt2/7,3664749,T,RT 4,5472,5493,21,114387,November 2025
3990053,Fajar Wijaya,Bayem 4 Rt2/7,3910658,T,RT 4,5493,5512,19,112632,Desember 2025
3990053,Fajar Wijaya,Bayem 4 Rt2/7,3286321,T,RT 4,5512,5530,18,113598,Januari 2026
3990053,Fajar Wijaya,Bayem 4 Rt2/7,3960952,T,RT 4,5530,5551,21,127260,Februari 2026
3990054,Budi Kusuma,Kedondong 14 Rt6/4,3772280,T,RT 4,2048,2062,14,76482,September 2025
3990054,Budi Kusuma,Kedondong 14 Rt6/4,3582315,Y,RT 4,2062,2075,13,84227,Oktober 2025
3990054,Budi Kusuma,Kedondong 14 Rt6/4,3652467,T,RT 4,2075,2087,12,64140,November 2025
3990054,Budi Kusuma,Kedondong 14 Rt6/4,3659550,T,RT 4,2087,2100,13,82563,Desember 2025
3990054,Budi Kusuma,Kedondong 14 Rt6/4,3323894,T,RT 4,2100,2114,14,78162,Januari 2026
3990054,Budi Kusuma,Kedondong 14 Rt6/4,3667201,T,RT 4,2114,2126,12,72480,Februari 2026
3990055,Siti Susanto,Salak 15 Rt1/7,3254363,T,RT 4,6448,6457,9,44091,September 2025
3990055,Siti Susanto,Salak 15 Rt1/7,3593158,T,RT 4,6457,6467,10,62950,Oktober 2025
3990055,Siti Susanto,Salak 15 Rt1/7,3985155,T,RT 4,6467,6476,9,47871,November 2025
3990055,Siti Susanto,Salak 15 Rt1/7,3656659,T,RT 4,6476,6486,10,60080,Desember 2025
3990055,Siti Susanto,Salak 15 Rt1/7,3388859,T,RT 4,6486,6495,9,60318,Januari 2026
3990055,Siti Susanto,Salak 15 Rt1/7,3597660,T,RT 4,6495,6506,11,68904,Februari 2026
3990056,Maya Utama,Salak 6 Rt7/5,3802436,Y,RT 5,6542,6562,20,137700,September 2025
3990056,Maya Utama,Salak 6 Rt7/5,3403568,T,RT 5,6562,6580,18,83934,Oktober 2025
3990056,Maya Utama,Salak 6 Rt7/5,3744863,T,RT 5,6580,6596,16,109680,November 2025
3990056,Maya Utama,Salak 6 Rt7/5,3780481,T,RT 5,6596,6618,22,137082,Desember 2025
3990056,Maya Utama,Salak 6 Rt7/5,3390524,T,RT 5,6618,6637,19,119092,Januari 2026
3990056,Maya Utama,Salak 6 Rt7/5,3819401,Y,RT 5,6637,6658,21,137928,Februari 2026
3990057,Doni Santoso,Purwosari 9 Rt1/1,3489878,T,Niaga 1,8177,8201,24,125136,September 2025
3990057,Doni Santoso,Purwosari 9 Rt1/1,3778832,T,Niaga 1,8201,8223,22,148434,Oktober 2025
3990057,Doni Santoso,Purwosari 9 Rt1/1,3163936,T,Niaga 1,8223,8246,23,136597,November 2025
3990057,Doni Santoso,Purwosari 9 Rt1/1,3825836,T,Niaga 1,8246,8268,22,121682,Desember 2025
3990057,Doni Santoso,Purwosari 9 Rt1/1,3713858,T,Niaga 1,8268,8292,24,117768,Januari 2026
3990057,Doni Santoso,Purwosari 9 Rt1/1,3247603,T,Niaga 1,8292,8317,25,154200,Februari 2026
3990058,Eka Kusuma,Bayem 15 Rt3/7,3521486,T,Niaga 1,9964,9996,32,194336,September 2025
3990058,Eka Kusuma,Bayem 15 Rt3/7,3161063,T,Niaga 1,9996,10032,36,206856,Oktober 2025
3990058,Eka Kusuma,Bayem 15 Rt3/7,3308432,T,Niaga 1,10032,10063,31,169322,November 2025
3990058,Eka Kusuma,Bayem 15 Rt3/7,3797960,T,Niaga 1,10063,10101,38,232294,Desember 2025
3990058,Eka Kusuma,Bayem 15 Rt3/7,3933289,T,Niaga 1,10101,10134,33,160677,Januari 2026
3990058,Eka Kusuma,Bayem 15 Rt3/7,3903585,T,Niaga 1,10134,10168,34,175134,Februari 2026
3990059,Agus Setiawan,Salak 11 Rt2/1,3507507,T,Niaga 2,6784,6833,49,341089,September 2025
3990059,Agus Setiawan,Salak 11 Rt2/1,3184080,T,Niaga 2,6833,6895,62,321470,Oktober 2025
3990059,Agus Setiawan,Salak 11 Rt2/1,3438416,T,Niaga 2,6895,6956,61,276818,November 2025
3990059,Agus Setiawan,Salak 11 Rt2/1,3783404,T,Niaga 2,6956,7012,56,374976,Desember 2025
3990059,Agus Setiawan,Salak 11 Rt2/1,3884586,T,Niaga 2,7012,7065,53,331727,Januari 2026
3990059,Agus Setiawan,Salak 11 Rt2/1,3317322,T,Niaga 2,7065,7124,59,304499,Februari 2026
3990060,Lina Rahayu,Salak 15 Rt4/2,3356695,T,RT 4,5183,5200,17,99892,September 2025
3990060,Lina Rahayu,Salak 15 Rt4/2,3446130,T,RT 4,5200,5215,15,92295,Oktober 2025
3990060,Lina Rahayu,Salak 15 Rt4/2,3680735,T,RT 4,5215,5230,15,87060,November 2025
3990060,Lina Rahayu,Salak 15 Rt4/2,3665609,T,RT 4,5230,5244,14,93562,Desember 2025
3990060,Lina Rahayu,Salak 15 Rt4/2,3575584,T,RT 4,5244,5260,16,80224,Januari 2026
3990060,Lina Rahayu,Salak 15 Rt4/2,3646015,Y,RT 4,5260,5276,16,96096,Februari 2026
3990061,Siti Susanto,Karang Kimpul 10 Rt5/7,3766165,T,RT 4,3159,3176,17,81821,September 2025
3990061,Siti Susanto,Karang Kimpul 10 Rt5/7,3477869,T,RT 4,3176,3194,18,116946,Oktober 2025
3990061,Siti Susanto,Karang Kimpul 10 Rt5/7,3845182,T,RT 4,3194,3213,19,119282,November 2025
3990061,Siti Susanto,Karang Kimpul 10 Rt5/7,3969049,T,RT 4,3213,3232,19,106856,Desember 2025
3990061,Siti Susanto,Karang Kimpul 10 Rt5/7,3214914,T,RT 4,3232,3252,20,110260,Januari 2026
3990061,Siti Susanto,Karang Kimpul 10 Rt5/7,3834005,T,RT 4,3252,3269,17,101864,Februari 2026
3990062,Agus Nugroho,Rogojembangan 14 Rt4/9,3368787,T,RT 4,3563,3576,13,72514,September 2025
3990062,Agus Nugroho,Rogojembangan 14 Rt4/9,3116029,T,RT 4,3576,3590,14,65254,Oktober 2025
3990062,Agus Nugroho,Rogojembangan 14 Rt4/9,3417650,T,RT 4,3590,3604,14,89614,November 2025
3990062,Agus Nugroho,Rogojembangan 14 Rt4/9,3424683,T,RT 4,3604,3617,13,73216,Desember 2025
3990062,Agus Nugroho,Rogojembangan 14 Rt4/9,3157775,T,RT 4,3617,3632,15,98490,Januari 2026
3990062,Agus Nugroho,Rogojembangan 14 Rt4/9,3390998,T,RT 4,3632,3646,14,82222,Februari 2026
3990063,Budi Rahayu,Bayem 17 Rt3/9,3970477,T,Niaga 2,2283,2378,95,577790,September 2025
3990063,Budi Rahayu,Bayem 17 Rt3/9,3604409,T,Niaga 2,2378,2463,85,568140,Oktober 2025
3990063,Budi Rahayu,Bayem 17 Rt3/9,3146850,T,Niaga 2,2463,2551,88,580536,November 2025
3990063,Budi Rahayu,Bayem 17 Rt3/9,3761757,T,Niaga 2,2551,2635,84,536340,Desember 2025
3990063,Budi Rahayu,Bayem 17 Rt3/9,3911554,T,Niaga 2,2635,2729,94,559206,Januari 2026
3990063,Budi Rahayu,Bayem 17 Rt3/9,3687100,T,Niaga 2,2729,2822,93,472440,Februari 2026
3990064,Dewi Santoso,Lamper 10 Rt5/4,3750024,T,RT 3,8462,8468,6,38166,September 2025
3990064,Dewi Santoso,Lamper 10 Rt5/4,3107531,T,RT 3,8468,8474,6,38106,Oktober 2025
3990064,Dewi Santoso,Lamper 10 Rt5/4,3574013,T,RT 3,8474,8480,6,30282,November 2025
3990064,Dewi Santoso,Lamper 10 Rt5/4,3979005,T,RT 3,8480,8486,6,30702,Desember 2025
3990064,Dewi Santoso,Lamper 10 Rt5/4,3248087,Y,RT 3,8486,8491,5,23845,Januari 2026
3990064,Dewi Santoso,Lamper 10 Rt5/4,3240905,T,RT 3,8491,8496,5,32570,Februari 2026
3990065,Rina Setiawan,Karang Kimpul 13 Rt4/8,3215359,T,RT 3,1874,1886,12,78012,September 2025
3990065,Rina Setiawan,Karang Kimpul 13 Rt4/8,3351351,T,RT 3,1886,1897,11,62381,Oktober 2025
3990065,Rina Setiawan,Karang Kimpul 13 Rt4/8,3513860,Y,RT 3,1897,1907,10,58360,November 2025
3990065,Rina Setiawan,Karang Kimpul 13 Rt4/8,3914660,T,RT 3,1907,1918,11,61655,Desember 2025
3990065,Rina Setiawan,Karang Kimpul 13 Rt4/8,3405035,T,RT 3,1918,1972,54,263682,Januari 2026
3990065,Rina Setiawan,Karang Kimpul 13 Rt4/8,3229350,T,RT 3,1972,2001,29,156426,Februari 2026
3990066,Budi Santoso,Purwosari 2 Rt4/9,3832303,T,Niaga 1,2633,2676,43,197671,September 2025
3990066,Budi Santoso,Purwosari 2 Rt4/9,3169286,T,Niaga 1,2676,2721,45,231120,Oktober 2025
3990066,Budi Santoso,Purwosari 2 Rt4/9,3170202,T,Niaga 1,2721,2763,42,272118,November 2025
3990066,Budi Santoso,Purwosari 2 Rt4/9,3290706,T,Niaga 1,2763,2803,40,249080,Desember 2025
3990066,Budi Santoso,Purwosari 2 Rt4/9,3965139,T,Niaga 1,2803,2936,133,851333,Januari 2026
3990066,Budi Santoso,Purwosari 2 Rt4/9,3625069,T,Niaga 1,2936,3124,188,1174812,Februari 2026
3990067,Doni Hidayat,Medoho 17 Rt7/2,3450808,T,RT 3,8264,8273,9,56826,September 2025
3990067,Doni Hidayat,Medoho 17 Rt7/2,3762212,Y,RT 3,8273,8283,10,59500,Oktober 2025
3990067,Doni Hidayat,Medoho 17 Rt7/2,3777160,T,RT 3,8283,8293,10,49750,November 2025
3990067,Doni Hidayat,Medoho 17 Rt7/2,3271918,Y,RT 3,8293,8302,9,48636,Desember 2025
3990067,Doni Hidayat,Medoho 17 Rt7/2,3971877,T,RT 3,8302,8311,9,44703,Januari 2026
3990067,Doni Hidayat,Medoho 17 Rt7/2,3106530,T,RT 3,8311,8321,10,53470,Februari 2026
3990068,Fajar Rahayu,Purwosari 6 Rt1/1,3256222,T,RT 3,1687,1696,9,50868,September 2025
3990068,Fajar Rahayu,Purwosari 6 Rt1/1,3939188,T,RT 3,1696,1705,9,49608,Oktober 2025
3990068,Fajar Rahayu,Purwosari 6 Rt1/1,3621121,T,RT 3,1705,1728,23,148097,November 2025
3990068,Fajar Rahayu,Purwosari 6 Rt1/1,3770396,T,RT 3,1728,1736,8,37808,Desember 2025
3990068,Fajar Rahayu,Purwosari 6 Rt1/1,3842849,T,RT 3,1736,1776,40,236720,Januari 2026
3990068,Fajar Rahayu,Purwosari 6 Rt1/1,3512104,T,RT 3,1776,1784,8,51192,Februari 2026
3990069,Siti Sari,Cerme 12 Rt4/5,3205400,T,RT 3,2715,2721,6,33588,September 2025
3990069,Siti Sari,Cerme 12 Rt4/5,3443701,T,RT 3,2721,2727,6,32370,Oktober 2025
3990069,Siti Sari,Cerme 12 Rt4/5,3571328,T,RT 3,2727,2733,6,32580,November 2025
3990069,Siti Sari,Cerme 12 Rt4/5,3712257,T,RT 3,2733,2739,6,40914,Desember 2025
3990069,Siti Sari,Cerme 12 Rt4/5,3700517,Y,RT 3,2739,2745,6,38748,Januari 2026
3990069,Siti Sari,Cerme 12 Rt4/5,3286368,T,RT 3,2745,2751,6,27738,Februari 2026
3990070,Hendra Wijaya,Bayem 15 Rt6/5,3915948,Y,RT 3,9179,9187,8,50296,September 2025
3990070,Hendra Wijaya,Bayem 15 Rt6/5,3973093,T,RT 3,9187,9195,8,45104,Oktober 2025
3990070,Hendra Wijaya,Bayem 15 Rt6/5,3364803,T,RT 3,9195,9202,7,32487,November 2025
3990070,Hendra Wijaya,Bayem 15 Rt6/5,3564894,T,RT 3,9202,9210,8,49456,Desember 2025
3990070,Hendra Wijaya,Bayem 15 Rt6/5,3563001,Y,RT 3,9210,9218,8,38152,Januari 2026
3990070,Hendra Wijaya,Bayem 15 Rt6/5,3904783,T,RT 3,9218,9226,8,41288,Februari 2026
3990071,Maya Wijaya,Cerme 10 Rt3/9,3938574,T,Niaga 1,8230,8292,62,327732,September 2025
3990071,Maya Wijaya,Cerme 10 Rt3/9,3412229,T,Niaga 1,8292,8361,69,389367,Oktober 2025
3990071,Maya Wijaya,Cerme 10 Rt3/9,3946143,T,Niaga 1,8361,8420,59,281076,November 2025
3990071,Maya Wijaya,Cerme 10 Rt3/9,3408877,T,Niaga 1,8420,8478,58,384888,Desember 2025
3990071,Maya Wijaya,Cerme 10 Rt3/9,3853704,T,Niaga 1,8478,8533,55,372295,Januari 2026
3990071,Maya Wijaya,Cerme 10 Rt3/9,3281211,Y,Niaga 1,8533,8588,55,251185,Februari 2026
3990072,Doni Sari,Karang Kimpul 16 Rt5/1,3572367,T,RT 4,1778,1792,14,81872,September 2025
3990072,Doni Sari,Karang Kimpul 16 Rt5/1,3501067,T,RT 4,1792,1807,15,97290,Oktober 2025
3990072,Doni Sari,Karang Kimpul 16 Rt5/1,3159871,T,RT 4,1807,1822,15,78405,November 2025
3990072,Doni Sari,Karang Kimpul 16 Rt5/1,3132174,T,RT 4,1822,1836,14,67788,Desember 2025
3990072,Doni Sari,Karang Kimpul 16 Rt5/1,3601608,T,RT 4,1836,1850,14,70364,Januari 2026
3990072,Doni Sari,Karang Kimpul 16 Rt5/1,3188668,T,RT 4,1850,1865,15,79785,Februari 2026
3990073,Agus Wijaya,Rogojembangan 19 Rt4/7,3798112,T,RT 4,6525,6534,9,52956,September 2025
3990073,Agus Wijaya,Rogojembangan 19 Rt4/7,3257584,T,RT 4,6534,6542,8,54088,Oktober 2025
3990073,Agus Wijaya,Rogojembangan 19 Rt4/7,3971803,T,RT 4,6542,6552,10,59900,November 2025
3990073,Agus Wijaya,Rogojembangan 19 Rt4/7,3306940,T,RT 4,6552,6562,10,49400,Desember 2025
3990073,Agus Wijaya,Rogojembangan 19 Rt4/7,3811404,T,RT 4,6562,6571,9,53595,Januari 2026
3990073,Agus Wijaya,Rogojembangan 19 Rt4/7,3711004,T,RT 4,6571,6582,11,68332,Februari 2026
3990074,Maya Santoso,Purwosari 11 Rt4/1,3282024,T,RT 4,2968,2987,19,128820,September 2025
3990074,Maya Santoso,Purwosari 11 Rt4/1,3628936,T,RT 4,2987,3006,19,101004,Oktober 2025
3990074,Maya Santoso,Purwosari 11 Rt4/1,3955080,T,RT 4,3006,3027,21,98322,November 2025
3990074,Maya Santoso,Purwosari 11 Rt4/1,3573866,T,RT 4,3027,3046,19,118313,Desember 2025
3990074,Maya Santoso,Purwosari 11 Rt4/1,3947467,T,RT 4,3046,3066,20,90000,Januari 2026
3990074,Maya Santoso,Purwosari 11 Rt4/1,3702567,T,RT 4,3066,3085,19,96577,Februari 2026
3990075,Rizky Setiawan,Kedondong 13 Rt2/7,3313981,T,Niaga 3,9365,9550,185,1081695,September 2025
3990075,Rizky Setiawan,Kedondong 13 Rt2/7,3772337,T,Niaga 3,9550,9727,177,870663,Oktober 2025
3990075,Rizky Setiawan,Kedondong 13 Rt2/7,3988544,T,Niaga 3,9727,9907,180,1014480,November 2025
3990075,Rizky Setiawan,Kedondong 13 Rt2/7,3596574,T,Niaga 3,9907,10747,840,5286120,Desember 2025
3990075,Rizky Setiawan,Kedondong 13 Rt2/7,3621481,T,Niaga 3,10747,10923,176,1143296,Januari 2026
3990075,Rizky Setiawan,Kedondong 13 Rt2/7,3963349,T,Niaga 3,10923,11093,170,860540,Februari 2026
3990076,Hendra Setiawan,Cerme 6 Rt3/5,3610370,T,Niaga 2,7031,7078,47,224049,September 2025
3990076,Hendra Setiawan,Cerme 6 Rt3/5,3262777,Y,Niaga 2,7078,7126,48,311904,Oktober 2025
3990076,Hendra Setiawan,Cerme 6 Rt3/5,3924824,T,Niaga 2,7126,7170,44,260964,November 2025
3990076,Hendra Setiawan,Cerme 6 Rt3/5,3572501,Y,Niaga 2,7170,7217,47,320728,Desember 2025
3990076,Hendra Setiawan,Cerme 6 Rt3/5,3792148,Y,Niaga 2,7217,7260,43,284660,Januari 2026
3990076,Hendra Setiawan,Cerme 6 Rt3/5,3660315,T,Niaga 2,7260,7305,45,249885,Februari 2026
3990077,Putri Wijaya,Cerme 12 Rt7/9,3533819,T,RT 4,2141,2153,12,83844,September 2025
3990077,Putri Wijaya,Cerme 12 Rt7/9,3978135,T,RT 4,2153,2167,14,97552,Oktober 2025
3990077,Putri Wijaya,Cerme 12 Rt7/9,3888443,T,RT 4,2167,2179,12,64956,November 2025
3990077,Putri Wijaya,Cerme 12 Rt7/9,3980765,T,RT 4,2179,2192,13,78026,Desember 2025
3990077,Putri Wijaya,Cerme 12 Rt7/9,3607365,T,RT 4,2192,2206,14,83482,Januari 2026
3990077,Putri Wijaya,Cerme 12 Rt7/9,3839180,Y,RT 4,2206,2219,13,79924,Februari 2026
3990078,Maya Hidayat,Purwosari 3 Rt3/4,3808521,Y,RT 3,5458,5465,7,35287,September 2025
3990078,Maya Hidayat,Purwosari 3 Rt3/4,3253124,Y,RT 3,5465,5473,8,53376,Oktober 2025
3990078,Maya Hidayat,Purwosari 3 Rt3/4,3302747,T,RT 3,5473,5480,7,43617,November 2025
3990078,Maya Hidayat,Purwosari 3 Rt3/4,3423660,T,RT 3,5480,5487,7,37072,Desember 2025
3990078,Maya Hidayat,Purwosari 3 Rt3/4,3962881,T,RT 3,5487,5494,7,45024,Januari 2026
3990078,Maya Hidayat,Purwosari 3 Rt3/4,3760858,T,RT 3,5494,5501,7,37240,Februari 2026
3990079,Ahmad Nugroho,Salak 13 Rt3/1,3256951,Y,RT 4,9491,9507,16,103712,September 2025
3990079,Ahmad Nugroho,Salak 13 Rt3/1,3158478,T,RT 4,9507,9525,18,97344,Oktober 2025
3990079,Ahmad Nugroho,Salak 13 Rt3/1,3699253,T,RT 4,9525,9543,18,119718,November 2025
3990079,Ahmad Nugroho,Salak 13 Rt3/1,3551558,T,RT 4,9543,9560,17,79288,Desember 2025
3990079,Ahmad Nugroho,Salak 13 Rt3/1,3978453,T,RT 4,9560,9577,17,114087,Januari 2026
3990079,Ahmad Nugroho,Salak 13 Rt3/1,3232212,T,RT 4,9577,9594,17,112387,Februari 2026
3990080,Rina Setiawan,Rogojembangan 11 Rt7/5,3565918,T,Niaga 1,1557,1586,29,155527,September 2025
3990080,Rina Setiawan,Rogojembangan 11 Rt7/5,3697093,T,Niaga 1,1586,1617,31,178281,Oktober 2025
3990080,Rina Setiawan,Rogojembangan 11 Rt7/5,3293226,Y,Niaga 1,1617,1644,27,174042,November 2025
3990080,Rina Setiawan,Rogojembangan 11 Rt7/5,3213613,T,Niaga 1,1644,1795,151,977272,Desember 2025
3990080,Rina Setiawan,Rogojembangan 11 Rt7/5,3808770,T,Niaga 1,1795,1831,36,194472,Januari 2026
3990080,Rina Setiawan,Rogojembangan 11 Rt7/5,3293392,T,Niaga 1,1831,1961,130,894920,Februari 2026
3990081,Yuni Wijaya,Rogojembangan 3 Rt3/5,3440093,T,RT 4,9182,9200,18,113994,September 2025
3990081,Yuni Wijaya,Rogojembangan 3 Rt3/5,3767304,T,RT 4,9200,9218,18,103086,Oktober 2025
